상품 분류,카테고리,아이템,기장,색상,세부 색상,제품 링크,소매 기장,이미지 경로
의류,아우터,가디건,숏,"블랙, 아이보리","[214.11083057634562, 212.5866997504302, 207.93663300250543]",https://a-bly.com/app/goods/4093248,48.0,./images/ably/Cardigan/Cardigan_116.jpg
의류,아우터,가디건,0,"블랙,아이보리","[213.29284667026388, 200.44316691102665, 190.87920878668493]",https://a-bly.com/app/goods/4094972,0.0,./images/ably/Cardigan/Cardigan_117.jpg
의류,아우터,가디건,숏,"블랙, 옐로우, 그린, 베이지, 핑크, 소라, 아이보리","[199.90413818509325, 190.1522246326353, 174.88285375138275]",https://a-bly.com/app/goods/2380302,62.5,./images/ably/Cardigan/Cardigan_118.jpg
의류,아우터,가디건,노멀,"블랙, 아이보리, 네츄럴","[183.9952932955089, 181.76690508488957, 180.00032885270713]",https://a-bly.com/app/goods/2392542,47.0,./images/ably/Cardigan/Cardigan_119.jpg
의류,아우터,가디건,0,"소라,핑크,회색,검정","[218.815464986744, 170.28185380094627, 164.54707486651608]",https://a-bly.com/app/goods/4174566,0.0,./images/ably/Cardigan/Cardigan_120.jpg
의류,아우터,가디건,0,0,"[148.256961458417, 152.44466397955415, 145.6749387497008]",https://a-bly.com/app/goods/4167496,0.0,./images/ably/Cardigan/Cardigan_121.jpg
의류,아우터,가디건,0,0,"[142.5941641954874, 115.90119108082109, 94.65815816635693]",https://a-bly.com/app/goods/3792116,0.0,./images/ably/Cardigan/Cardigan_122.jpg
의류,아우터,가디건,숏,"블랙, 화이트, 핑크, 소라","[160.42153455420333, 146.33681994385702, 135.1581339393121]",https://a-bly.com/app/goods/3965294,66.0,./images/ably/Cardigan/Cardigan_123.jpg
의류,아우터,가디건,0,0,"[184.6207720548329, 174.00236786653164, 159.264918645315]",https://a-bly.com/app/goods/4140248,0.0,./images/ably/Cardigan/Cardigan_124.jpg
의류,아우터,가디건,0,"검정,아이보리,베이지,소라,핑크","[131.83838342810787, 103.57063363119387, 85.92932575142065]",https://a-bly.com/app/goods/4423903,0.0,./images/ably/Cardigan/Cardigan_125.jpg
의류,아우터,가디건,0,0,"[174.23132848644985, 158.06765607162166, 149.14246229646182]",https://a-bly.com/app/goods/2087618,0.0,./images/ably/Cardigan/Cardigan_126.jpg
의류,아우터,가디건,노멀,"오트밀, 카키, 소라, 그레이, 블랙","[172.13716227697634, 158.98302463891147, 147.35534409515844]",https://a-bly.com/app/goods/4027682,20.0,./images/ably/Cardigan/Cardigan_127.jpg
의류,아우터,가디건,0,0,"[133.2974393827387, 138.73404361644504, 143.19889259799766]",https://a-bly.com/app/goods/2515657,0.0,./images/ably/Cardigan/Cardigan_128.jpg
의류,아우터,가디건,0,0,"[215.64734176137, 212.84563486995, 207.77812539906765]",https://a-bly.com/app/goods/4043082,0.0,./images/ably/Cardigan/Cardigan_129.jpg
의류,아우터,가디건,숏,"아이보리, 블랙","[137.67719602919507, 137.3718054023619, 134.57745652531034]",https://a-bly.com/app/goods/4375630,62.0,./images/ably/Cardigan/Cardigan_130.jpg
의류,아우터,가디건,숏,"블랙, 민트, 베이지, 소라, 아이보리, 라이트그린, 연핑크","[154.59183782484206, 150.98653882107936, 127.30714991587324]",https://a-bly.com/app/goods/4302242,47.0,./images/ably/Cardigan/Cardigan_131.jpg
의류,아우터,가디건,0,0,"[181.46388635738992, 180.66578425841436, 176.54409871399776]",https://a-bly.com/app/goods/4125252,0.0,./images/ably/Cardigan/Cardigan_132.jpg
의류,아우터,가디건,0,0,"[136.6890710382531, 116.35511030155689, 101.21424812790917]",https://a-bly.com/app/goods/2547186,0.0,./images/ably/Cardigan/Cardigan_133.jpg
의류,아우터,가디건,0,"화이트,베이지,핑크,소라,블랙","[38.072870329907914, 43.48985626494469, 42.11210819982924]",https://a-bly.com/app/goods/4431968,0.0,./images/ably/Cardigan/Cardigan_134.jpg
의류,아우터,가디건,0,0,"[101.50088718971199, 100.47868000804844, 95.88642142425938]",https://a-bly.com/app/goods/4134696,0.0,./images/ably/Cardigan/Cardigan_135.jpg
의류,아우터,가디건,0,0,"[57.27113605555955, 59.069965992061945, 64.44769197840338]",https://a-bly.com/app/goods/4129282,0.0,./images/ably/Cardigan/Cardigan_136.jpg
의류,아우터,가디건,숏,0,"[37.89846954875749, 43.8901072893631, 60.1872436099746]",https://a-bly.com/app/goods/4191660,72.0,./images/ably/Cardigan/Cardigan_137.jpg
의류,아우터,가디건,0,0,"[26.69538061156622, 32.08212968987944, 28.80609412273695]",https://a-bly.com/app/goods/3884524,0.0,./images/ably/Cardigan/Cardigan_138.jpg
의류,아우터,가디건,숏,"블랙, 먹색, 민트, 화이트","[147.67220347780858, 136.69127952245043, 127.35877423899737]",https://a-bly.com/app/goods/3823877,61.5,./images/ably/Cardigan/Cardigan_139.jpg
의류,아우터,가디건,0,0,"[42.10809910008878, 46.461541310211246, 31.083620338487307]",https://a-bly.com/app/goods/4361240,0.0,./images/ably/Cardigan/Cardigan_140.jpg
의류,아우터,가디건,0,상품 상세 참조,"[167.05443100004004, 158.75794413660574, 149.67186852123888]",https://a-bly.com/app/goods/4371153,0.0,./images/ably/Cardigan/Cardigan_141.jpg
의류,아우터,가디건,숏,"블랙, 아이보리, 그레이","[8.066304947583262, 8.541337134439402, 10.59439948500443]",https://a-bly.com/app/goods/4093509,69.5,./images/ably/Cardigan/Cardigan_142.jpg
의류,아우터,가디건,0,0,"[78.3125719910287, 51.16722863305381, 38.3776414165674]",https://a-bly.com/app/goods/4089764,0.0,./images/ably/Cardigan/Cardigan_143.jpg
